MV540.readRequest,MV540.readDataAvail,MV540.readData,MV540.readError,MV540.readErrorMsg,MV540.readReset,MV540.enableLogic,MV540.readStartTime,RFID.RF615R_1.readRequest,RFID.RF615R_1.readDataAvail,RFID.RF615R_1.readDataLen,RFID.RF615R_1.readData,RFID.RF615R_1.readError,RFID.RF615R_1.readErrorMsg,RFID.RF615R_1.readReset,RFID.RF615R_1.writeRequest,RFID.RF615R_1.writeData,RFID.RF615R_1.writeDone,RFID.RF615R_1.writeError,RFID.RF615R_1.writeErrorMsg,RFID.RF615R_1.writeReset,RFID.RF615R_1.enableLogic,RFID.RF615R_2.readRequest,RFID.RF615R_2.readDataAvail,RFID.RF615R_2.readDataLen,RFID.RF615R_2.readData,RFID.RF615R_2.readError,RFID.RF615R_2.readErrorMsg,RFID.RF615R_2.readReset,RFID.RF615R_2.writeRequest,RFID.RF615R_2.writeData,RFID.RF615R_2.writeDone,RFID.RF615R_2.writeError,RFID.RF615R_2.writeErrorMsg,RFID.RF615R_2.writeReset,RFID.RF615R_2.enableLogic,RFID.readStartTime,ROBOTS.SCOUT_1.name,ROBOTS.SCOUT_1.command,ROBOTS.SCOUT_1.execute,ROBOTS.SCOUT_1.reset,ROBOTS.SCOUT_1.done,ROBOTS.SCOUT_1.error,ROBOTS.SCOUT_1.errorMsg,ROBOTS.SCOUT_1.statusMsg,ROBOTS.SCOUT_1.enableLogic,ROBOTS.SCOUT_2.name,ROBOTS.SCOUT_2.command,ROBOTS.SCOUT_2.execute,ROBOTS.SCOUT_2.reset,ROBOTS.SCOUT_2.done,ROBOTS.SCOUT_2.error,ROBOTS.SCOUT_2.errorMsg,ROBOTS.SCOUT_2.statusMsg,ROBOTS.SCOUT_2.enableLogic,ROBOTS.ROSIE.name,ROBOTS.ROSIE.command,ROBOTS.ROSIE.execute,ROBOTS.ROSIE.reset,ROBOTS.ROSIE.done,ROBOTS.ROSIE.error,ROBOTS.ROSIE.errorMsg,ROBOTS.ROSIE.statusMsg,ROBOTS.ROSIE.enableLogic,ROBOTS.readStartTime,COGNEX.triggerEnable,COGNEX.trigger,COGNEX.triggerAck,COGNEX.acquisitionID,COGNEX.reset,COGNEX.inspectionComplete,COGNEX.inspectionID,COGNEX.inspectionResults,COGNEX.inspectionResultsAccepted,COGNEX.inspectionResultsCode,COGNEX.enableLogic,COGNEX.readStartTime,readStartTime,Proximity_sensors_shipping_area_occupancy_percentage
False,False,,False,,False,True,1754326886350,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326886350,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326886350,False,False,False,0,False,False,0,0,False,0,True,1754326886350,1754326886350,1
False,False,,False,,False,True,1754326887572,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326887572,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326887572,False,False,False,0,False,False,0,0,False,0,True,1754326887572,1754326887572,92
False,False,,False,,False,True,1754326888797,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326888797,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326888797,False,False,False,0,False,False,0,0,False,0,True,1754326888797,1754326888797,65
False,False,,False,,False,True,1754326890004,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326890004,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326890004,False,False,False,0,False,False,0,0,False,0,True,1754326890004,1754326890004,48
False,False,,False,,False,True,1754326891229,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326891229,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326891229,False,False,False,0,False,False,0,0,False,0,True,1754326891229,1754326891229,59
False,False,,False,,False,True,1754326892454,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326892454,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326892454,False,False,False,0,False,False,0,0,False,0,True,1754326892454,1754326892454,61
False,False,,False,,False,True,1754326893663,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326893663,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326893663,False,False,False,0,False,False,0,0,False,0,True,1754326893663,1754326893663,7
False,False,,False,,False,True,1754326894886,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326894886,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326894886,False,False,False,0,False,False,0,0,False,0,True,1754326894886,1754326894886,36
False,False,,False,,False,True,1754326896109,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326896109,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326896109,False,False,False,0,False,False,0,0,False,0,True,1754326896109,1754326896109,51
False,False,,False,,False,True,1754326897318,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326897318,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326897318,False,False,False,0,False,False,0,0,False,0,True,1754326897318,1754326897318,1
False,False,,False,,False,True,1754326898541,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326898541,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326898541,False,False,False,0,False,False,0,0,False,0,True,1754326898541,1754326898541,85
False,False,,False,,False,True,1754326899760,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326899760,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326899760,False,False,False,0,False,False,0,0,False,0,True,1754326899760,1754326899760,61
False,False,,False,,False,True,1754326900966,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326900966,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326900966,False,False,False,0,False,False,0,0,False,0,True,1754326900966,1754326900966,67
False,False,,False,,False,True,1754326902173,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326902173,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326902173,False,False,False,0,False,False,0,0,False,0,True,1754326902173,1754326902173,47
False,False,,False,,False,True,1754326903379,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326903379,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326903379,False,False,False,0,False,False,0,0,False,0,True,1754326903379,1754326903379,18
False,False,,False,,False,True,1754326904612,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326904612,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326904612,False,False,False,0,False,False,0,0,False,0,True,1754326904612,1754326904612,47
False,False,,False,,False,True,1754326905835,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326905835,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326905835,False,False,False,0,False,False,0,0,False,0,True,1754326905835,1754326905835,10
False,False,,False,,False,True,1754326907057,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326907057,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326907057,False,False,False,0,False,False,0,0,False,0,True,1754326907057,1754326907057,95
False,False,,False,,False,True,1754326908278,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326908278,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326908278,False,False,False,0,False,False,0,0,False,0,True,1754326908278,1754326908278,58
False,False,,False,,False,True,1754326909376,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326909376,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326909376,False,False,False,0,False,False,0,0,False,0,True,1754326909376,1754326909376,90
False,False,,False,,False,True,1754326910431,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326910431,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326910431,False,False,False,0,False,False,0,0,False,0,True,1754326910431,1754326910431,34
False,False,,False,,False,True,1754326911474,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326911474,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326911474,False,False,False,0,False,False,0,0,False,0,True,1754326911474,1754326911474,5
False,False,,False,,False,True,1754326912535,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326912535,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326912535,False,False,False,0,False,False,0,0,False,0,True,1754326912535,1754326912535,3
False,False,,False,,False,True,1754326913592,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326913592,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326913592,False,False,False,0,False,False,0,0,False,0,True,1754326913592,1754326913592,18
False,False,,False,,False,True,1754326914636,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326914636,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326914636,False,False,False,0,False,False,0,0,False,0,True,1754326914636,1754326914636,38
False,False,,False,,False,True,1754326915670,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326915670,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326915670,False,False,False,0,False,False,0,0,False,0,True,1754326915670,1754326915670,45
False,False,,False,,False,True,1754326916717,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326916717,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326916717,False,False,False,0,False,False,0,0,False,0,True,1754326916717,1754326916717,11
False,False,,False,,False,True,1754326917757,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326917757,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326917757,False,False,False,0,False,False,0,0,False,0,True,1754326917757,1754326917757,85
False,False,,False,,False,True,1754326918824,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326918824,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326918824,False,False,False,0,False,False,0,0,False,0,True,1754326918824,1754326918824,81
False,False,,False,,False,True,1754326919872,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326919872,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326919872,False,False,False,0,False,False,0,0,False,0,True,1754326919872,1754326919872,78
False,False,,False,,False,True,1754326920928,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326920928,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326920928,False,False,False,0,False,False,0,0,False,0,True,1754326920928,1754326920928,97
False,False,,False,,False,True,1754326922136,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326922136,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326922136,False,False,False,0,False,False,0,0,False,0,True,1754326922136,1754326922136,19
False,False,,False,,False,True,1754326923373,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326923373,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326923373,False,False,False,0,False,False,0,0,False,0,True,1754326923373,1754326923373,74
False,False,,False,,False,True,1754326924584,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326924584,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326924584,False,False,False,0,False,False,0,0,False,0,True,1754326924584,1754326924584,96
False,False,,False,,False,True,1754326925810,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326925810,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326925810,False,False,False,0,False,False,0,0,False,0,True,1754326925810,1754326925810,92
False,False,,False,,False,True,1754326927031,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326927031,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326927031,False,False,False,0,False,False,0,0,False,0,True,1754326927031,1754326927031,78
False,False,,False,,False,True,1754326928237,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326928237,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326928237,False,False,False,0,False,False,0,0,False,0,True,1754326928237,1754326928237,94
False,False,,False,,False,True,1754326929458,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326929458,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326929458,False,False,False,0,False,False,0,0,False,0,True,1754326929458,1754326929458,97
False,False,,False,,False,True,1754326930624,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326930624,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326930624,False,False,False,0,False,False,0,0,False,0,True,1754326930624,1754326930624,78
False,False,,False,,False,True,1754326931792,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326931792,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326931792,False,False,False,0,False,False,0,0,False,0,True,1754326931792,1754326931792,97
False,False,,False,,False,True,1754326933004,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326933004,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326933004,False,False,False,0,False,False,0,0,False,0,True,1754326933004,1754326933004,82
False,False,,False,,False,True,1754326934068,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326934068,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326934068,False,False,False,0,False,False,0,0,False,0,True,1754326934068,1754326934068,47
False,False,,False,,False,True,1754326935101,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326935101,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326935101,False,False,False,0,False,False,0,0,False,0,True,1754326935101,1754326935101,20
False,False,,False,,False,True,1754326936148,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326936148,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326936148,False,False,False,0,False,False,0,0,False,0,True,1754326936148,1754326936148,56
False,False,,False,,False,True,1754326937194,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326937194,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326937194,False,False,False,0,False,False,0,0,False,0,True,1754326937194,1754326937194,91
False,False,,False,,False,True,1754326938241,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326938241,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326938241,False,False,False,0,False,False,0,0,False,0,True,1754326938241,1754326938241,55
False,False,,False,,False,True,1754326939284,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326939284,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326939284,False,False,False,0,False,False,0,0,False,0,True,1754326939284,1754326939284,29
False,False,,False,,False,True,1754326940331,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326940331,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326940331,False,False,False,0,False,False,0,0,False,0,True,1754326940331,1754326940331,93
False,False,,False,,False,True,1754326941384,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326941384,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326941384,False,False,False,0,False,False,0,0,False,0,True,1754326941384,1754326941384,28
False,False,,False,,False,True,1754326942450,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326942450,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326942450,False,False,False,0,False,False,0,0,False,0,True,1754326942450,1754326942450,63
False,False,,False,,False,True,1754326943514,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326943514,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326943514,False,False,False,0,False,False,0,0,False,0,True,1754326943514,1754326943514,43
False,False,,False,,False,True,1754326944732,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326944732,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326944732,False,False,False,0,False,False,0,0,False,0,True,1754326944732,1754326944732,7
False,False,,False,,False,True,1754326945933,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326945933,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326945933,False,False,False,0,False,False,0,0,False,0,True,1754326945933,1754326945933,87
False,False,,False,,False,True,1754326947129,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326947129,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326947129,False,False,False,0,False,False,0,0,False,0,True,1754326947129,1754326947129,17
False,False,,False,,False,True,1754326948290,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326948290,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326948290,False,False,False,0,False,False,0,0,False,0,True,1754326948290,1754326948290,91
False,False,,False,,False,True,1754326949492,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326949492,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326949492,False,False,False,0,False,False,0,0,False,0,True,1754326949492,1754326949492,50
False,False,,False,,False,True,1754326950685,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326950685,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326950685,False,False,False,0,False,False,0,0,False,0,True,1754326950685,1754326950685,10
False,False,,False,,False,True,1754326951731,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326951731,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326951731,False,False,False,0,False,False,0,0,False,0,True,1754326951731,1754326951731,79
False,False,,False,,False,True,1754326952768,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326952768,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326952768,False,False,False,0,False,False,0,0,False,0,True,1754326952768,1754326952768,83
False,False,,False,,False,True,1754326953822,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326953822,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326953822,False,False,False,0,False,False,0,0,False,0,True,1754326953822,1754326953822,76
False,False,,False,,False,True,1754326954890,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326954890,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326954890,False,False,False,0,False,False,0,0,False,0,True,1754326954890,1754326954890,63
False,False,,False,,False,True,1754326955941,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326955941,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326955941,False,False,False,0,False,False,0,0,False,0,True,1754326955941,1754326955941,26
False,False,,False,,False,True,1754326956989,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326956989,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326956989,False,False,False,0,False,False,0,0,False,0,True,1754326956989,1754326956989,14
